epoch,acc,loss,val_acc,val_loss
0,0.19210000336170197,2.1748502254486084,0.24860000610351562,2.077399492263794
1,0.31424999237060547,1.8895049095153809,0.3765999972820282,1.7435615062713623
2,0.3901999890804291,1.6870490312576294,0.420199990272522,1.6177953481674194
3,0.4359999895095825,1.5539108514785767,0.4465000033378601,1.54398775100708
4,0.47554999589920044,1.4651317596435547,0.48500001430511475,1.447812557220459
5,0.5046749711036682,1.3841447830200195,0.5085999965667725,1.3735718727111816
6,0.532325029373169,1.3122018575668335,0.5508000254631042,1.2825114727020264
7,0.5585500001907349,1.2395516633987427,0.5343000292778015,1.295165777206421
8,0.5833250284194946,1.1683154106140137,0.5759999752044678,1.2017512321472168
9,0.6124250292778015,1.0972577333450317,0.5891000032424927,1.1834897994995117
10,0.6334249973297119,1.0305465459823608,0.5989000201225281,1.1493408679962158
11,0.6575499773025513,0.9678000807762146,0.6413999795913696,1.0434542894363403
12,0.6834999918937683,0.902442455291748,0.6272000074386597,1.0790845155715942
13,0.7066500186920166,0.8351498246192932,0.611299991607666,1.11933434009552
14,0.728950023651123,0.7708929777145386,0.6492000222206116,1.0418972969055176
15,0.7508000135421753,0.7058085203170776,0.6001999974250793,1.2636454105377197
16,0.772599995136261,0.638453483581543,0.6340000033378601,1.1808701753616333
17,0.7979999780654907,0.5705316066741943,0.6517000198364258,1.1145323514938354
18,0.820900022983551,0.507542610168457,0.6577000021934509,1.0744584798812866
19,0.8473250269889832,0.4349587857723236,0.6438000202178955,1.2027473449707031
20,0.8692499995231628,0.3714861273765564,0.6402999758720398,1.2736479043960571
21,0.8845000267028809,0.32272812724113464,0.6330000162124634,1.3649296760559082
22,0.9063000082969666,0.2633183002471924,0.6488000154495239,1.3584626913070679
23,0.9230250120162964,0.2218218296766281,0.6608999967575073,1.3339779376983643
24,0.9350749850273132,0.18953944742679596,0.6184999942779541,1.6849465370178223
25,0.9455249905586243,0.15807846188545227,0.6449000239372253,1.5872690677642822
26,0.9555000066757202,0.12980996072292328,0.6782000064849854,1.57488214969635
27,0.9588249921798706,0.11990956962108612,0.6697999835014343,1.5415338277816772
28,0.9636750221252441,0.10510444641113281,0.6643999814987183,1.573520302772522
29,0.9737750291824341,0.07951424270868301,0.6686000227928162,1.7551538944244385
30,0.9750499725341797,0.07511205226182938,0.6636000275611877,1.7601107358932495
31,0.9764000177383423,0.0691010057926178,0.6668999791145325,1.876382827758789
32,0.9771000146865845,0.06704295426607132,0.6772000193595886,1.8829103708267212
33,0.9884499907493591,0.037485476583242416,0.6646999716758728,2.274174928665161
34,0.9808750152587891,0.05487082526087761,0.6650000214576721,2.0014877319335938
35,0.9817000031471252,0.05355176329612732,0.6660000085830688,1.932096242904663
36,0.9877499938011169,0.03711576387286186,0.6633999943733215,2.1972618103027344
37,0.9852499961853027,0.043548405170440674,0.6740999817848206,2.0870585441589355
38,0.9887250065803528,0.036023035645484924,0.6656000018119812,2.111538887023926
39,0.9869999885559082,0.038114190101623535,0.659500002861023,2.0301923751831055
40,0.9869999885559082,0.03970833122730255,0.6812000274658203,2.0198583602905273
41,0.9887499809265137,0.03541652858257294,0.6579999923706055,2.1386990547180176
42,0.9933500289916992,0.021627936512231827,0.6789000034332275,2.092939853668213
43,0.9940750002861023,0.019534900784492493,0.6858000159263611,2.121337890625
44,0.9929749965667725,0.021062957122921944,0.6736000180244446,2.2742648124694824
45,0.9867249727249146,0.04153898358345032,0.6715999841690063,2.0541932582855225
46,0.9935749769210815,0.020855706185102463,0.6759999990463257,2.1994407176971436
47,0.9987499713897705,0.005450299941003323,0.6808000206947327,2.418670177459717
48,0.9919000267982483,0.024563001468777657,0.6822999715805054,2.1212339401245117
49,0.9901750087738037,0.029364828020334244,0.6796000003814697,2.1944704055786133
